period,demand_type,demand_mwh,temperature_2m,fueltype,type-name_y,generation_mwh
2026-05-30 08:00:00,Total interchange,-193,23.4,SUN,Solar,1
2026-05-30 08:00:00,Total interchange,-193,23.4,WAT,Hydro,18
2026-05-30 08:00:00,Total interchange,-193,23.4,WND,Wind,24649
2026-05-30 07:00:00,Demand,55281,23.7,BAT,Battery storage,166
2026-05-30 07:00:00,Demand,55281,23.7,COL,Coal,4824
2026-05-30 07:00:00,Demand,55281,23.7,NG,Natural Gas,20777
2026-05-30 07:00:00,Demand,55281,23.7,NUC,Nuclear,4293
2026-05-30 07:00:00,Demand,55281,23.7,OTH,Other,50
2026-05-30 07:00:00,Demand,55281,23.7,SUN,Solar,1
2026-05-30 07:00:00,Demand,55281,23.7,WAT,Hydro,18
2026-05-30 07:00:00,Demand,55281,23.7,WND,Wind,24971
2026-05-30 07:00:00,Day-ahead demand forecast,54267,23.7,BAT,Battery storage,166
2026-05-30 07:00:00,Day-ahead demand forecast,54267,23.7,COL,Coal,4824
2026-05-30 07:00:00,Day-ahead demand forecast,54267,23.7,NG,Natural Gas,20777
2026-05-30 07:00:00,Day-ahead demand forecast,54267,23.7,NUC,Nuclear,4293
2026-05-30 07:00:00,Day-ahead demand forecast,54267,23.7,OTH,Other,50
2026-05-30 07:00:00,Day-ahead demand forecast,54267,23.7,SUN,Solar,1
2026-05-30 07:00:00,Day-ahead demand forecast,54267,23.7,WAT,Hydro,18
2026-05-30 07:00:00,Day-ahead demand forecast,54267,23.7,WND,Wind,24971
2026-05-30 07:00:00,Net generation,55099,23.7,BAT,Battery storage,166
2026-05-30 07:00:00,Net generation,55099,23.7,COL,Coal,4824
2026-05-30 07:00:00,Net generation,55099,23.7,NG,Natural Gas,20777
2026-05-30 07:00:00,Net generation,55099,23.7,NUC,Nuclear,4293
2026-05-30 07:00:00,Net generation,55099,23.7,OTH,Other,50
2026-05-30 07:00:00,Net generation,55099,23.7,SUN,Solar,1
2026-05-30 07:00:00,Net generation,55099,23.7,WAT,Hydro,18
2026-05-30 07:00:00,Net generation,55099,23.7,WND,Wind,24971
2026-05-30 07:00:00,Total interchange,-182,23.7,BAT,Battery storage,166
2026-05-30 07:00:00,Total interchange,-182,23.7,COL,Coal,4824
2026-05-30 07:00:00,Total interchange,-182,23.7,NG,Natural Gas,20777
2026-05-30 07:00:00,Total interchange,-182,23.7,NUC,Nuclear,4293
2026-05-30 07:00:00,Total interchange,-182,23.7,OTH,Other,50
2026-05-30 07:00:00,Total interchange,-182,23.7,SUN,Solar,1
2026-05-30 07:00:00,Total interchange,-182,23.7,WAT,Hydro,18
2026-05-30 07:00:00,Total interchange,-182,23.7,WND,Wind,24971
2026-05-30 06:00:00,Demand,58132,24.1,BAT,Battery storage,-114
2026-05-30 06:00:00,Demand,58132,24.1,COL,Coal,5177
2026-05-30 06:00:00,Demand,58132,24.1,NG,Natural Gas,23334
2026-05-30 06:00:00,Demand,58132,24.1,NUC,Nuclear,4290
2026-05-30 06:00:00,Demand,58132,24.1,OTH,Other,50
2026-05-30 06:00:00,Demand,58132,24.1,SUN,Solar,0
2026-05-30 06:00:00,Demand,58132,24.1,WAT,Hydro,0
2026-05-30 06:00:00,Demand,58132,24.1,WND,Wind,25174
2026-05-30 06:00:00,Day-ahead demand forecast,57464,24.1,BAT,Battery storage,-114
2026-05-30 06:00:00,Day-ahead demand forecast,57464,24.1,COL,Coal,5177
2026-05-30 06:00:00,Day-ahead demand forecast,57464,24.1,NG,Natural Gas,23334
2026-05-30 06:00:00,Day-ahead demand forecast,57464,24.1,NUC,Nuclear,4290
2026-05-30 06:00:00,Day-ahead demand forecast,57464,24.1,OTH,Other,50
2026-05-30 06:00:00,Day-ahead demand forecast,57464,24.1,SUN,Solar,0
2026-05-30 06:00:00,Day-ahead demand forecast,57464,24.1,WAT,Hydro,0
2026-05-30 06:00:00,Day-ahead demand forecast,57464,24.1,WND,Wind,25174
2026-05-30 06:00:00,Net generation,57911,24.1,BAT,Battery storage,-114
2026-05-30 06:00:00,Net generation,57911,24.1,COL,Coal,5177
2026-05-30 06:00:00,Net generation,57911,24.1,NG,Natural Gas,23334
2026-05-30 06:00:00,Net generation,57911,24.1,NUC,Nuclear,4290
2026-05-30 06:00:00,Net generation,57911,24.1,OTH,Other,50
2026-05-30 06:00:00,Net generation,57911,24.1,SUN,Solar,0
2026-05-30 06:00:00,Net generation,57911,24.1,WAT,Hydro,0
2026-05-30 06:00:00,Net generation,57911,24.1,WND,Wind,25174
2026-05-30 06:00:00,Total interchange,-221,24.1,BAT,Battery storage,-114
2026-05-30 06:00:00,Total interchange,-221,24.1,COL,Coal,5177
2026-05-30 06:00:00,Total interchange,-221,24.1,NG,Natural Gas,23334
2026-05-30 06:00:00,Total interchange,-221,24.1,NUC,Nuclear,4290
2026-05-30 06:00:00,Total interchange,-221,24.1,OTH,Other,50
2026-05-30 06:00:00,Total interchange,-221,24.1,SUN,Solar,0
2026-05-30 06:00:00,Total interchange,-221,24.1,WAT,Hydro,0
2026-05-30 06:00:00,Total interchange,-221,24.1,WND,Wind,25174
2026-05-30 05:00:00,Demand,61634,24.8,BAT,Battery storage,-321
2026-05-30 05:00:00,Demand,61634,24.8,COL,Coal,5592
2026-05-30 05:00:00,Demand,61634,24.8,NG,Natural Gas,26502
2026-05-30 05:00:00,Demand,61634,24.8,NUC,Nuclear,4289
2026-05-30 05:00:00,Demand,61634,24.8,OTH,Other,50
2026-05-30 05:00:00,Demand,61634,24.8,SUN,Solar,0
2026-05-30 05:00:00,Demand,61634,24.8,WAT,Hydro,14
2026-05-30 05:00:00,Demand,61634,24.8,WND,Wind,25159
2026-05-30 05:00:00,Day-ahead demand forecast,60737,24.8,BAT,Battery storage,-321
2026-05-30 05:00:00,Day-ahead demand forecast,60737,24.8,COL,Coal,5592
2026-05-30 05:00:00,Day-ahead demand forecast,60737,24.8,NG,Natural Gas,26502
2026-05-30 05:00:00,Day-ahead demand forecast,60737,24.8,NUC,Nuclear,4289
2026-05-30 05:00:00,Day-ahead demand forecast,60737,24.8,OTH,Other,50
2026-05-30 05:00:00,Day-ahead demand forecast,60737,24.8,SUN,Solar,0
2026-05-30 05:00:00,Day-ahead demand forecast,60737,24.8,WAT,Hydro,14
2026-05-30 05:00:00,Day-ahead demand forecast,60737,24.8,WND,Wind,25159
2026-05-30 05:00:00,Net generation,61287,24.8,BAT,Battery storage,-321
2026-05-30 05:00:00,Net generation,61287,24.8,COL,Coal,5592
2026-05-30 05:00:00,Net generation,61287,24.8,NG,Natural Gas,26502
2026-05-30 05:00:00,Net generation,61287,24.8,NUC,Nuclear,4289
2026-05-30 05:00:00,Net generation,61287,24.8,OTH,Other,50
2026-05-30 05:00:00,Net generation,61287,24.8,SUN,Solar,0
2026-05-30 05:00:00,Net generation,61287,24.8,WAT,Hydro,14
2026-05-30 05:00:00,Net generation,61287,24.8,WND,Wind,25159
2026-05-30 05:00:00,Total interchange,-347,24.8,BAT,Battery storage,-321
2026-05-30 05:00:00,Total interchange,-347,24.8,COL,Coal,5592
2026-05-30 05:00:00,Total interchange,-347,24.8,NG,Natural Gas,26502
2026-05-30 05:00:00,Total interchange,-347,24.8,NUC,Nuclear,4289
2026-05-30 05:00:00,Total interchange,-347,24.8,OTH,Other,50
2026-05-30 05:00:00,Total interchange,-347,24.8,SUN,Solar,0
2026-05-30 05:00:00,Total interchange,-347,24.8,WAT,Hydro,14
2026-05-30 05:00:00,Total interchange,-347,24.8,WND,Wind,25159
2026-05-30 04:00:00,Demand,65281,25.5,BAT,Battery storage,537
2026-05-30 04:00:00,Demand,65281,25.5,COL,Coal,6257
2026-05-30 04:00:00,Demand,65281,25.5,NG,Natural Gas,29081
2026-05-30 04:00:00,Demand,65281,25.5,NUC,Nuclear,4289
2026-05-30 04:00:00,Demand,65281,25.5,OTH,Other,50
2026-05-30 04:00:00,Demand,65281,25.5,SUN,Solar,0
2026-05-30 04:00:00,Demand,65281,25.5,WAT,Hydro,133
2026-05-30 04:00:00,Demand,65281,25.5,WND,Wind,24564
2026-05-30 04:00:00,Day-ahead demand forecast,64420,25.5,BAT,Battery storage,537
2026-05-30 04:00:00,Day-ahead demand forecast,64420,25.5,COL,Coal,6257
2026-05-30 04:00:00,Day-ahead demand forecast,64420,25.5,NG,Natural Gas,29081
2026-05-30 04:00:00,Day-ahead demand forecast,64420,25.5,NUC,Nuclear,4289
2026-05-30 04:00:00,Day-ahead demand forecast,64420,25.5,OTH,Other,50
2026-05-30 04:00:00,Day-ahead demand forecast,64420,25.5,SUN,Solar,0
2026-05-30 04:00:00,Day-ahead demand forecast,64420,25.5,WAT,Hydro,133
2026-05-30 04:00:00,Day-ahead demand forecast,64420,25.5,WND,Wind,24564
2026-05-30 04:00:00,Net generation,64911,25.5,BAT,Battery storage,537
2026-05-30 04:00:00,Net generation,64911,25.5,COL,Coal,6257
2026-05-30 04:00:00,Net generation,64911,25.5,NG,Natural Gas,29081
2026-05-30 04:00:00,Net generation,64911,25.5,NUC,Nuclear,4289
2026-05-30 04:00:00,Net generation,64911,25.5,OTH,Other,50
2026-05-30 04:00:00,Net generation,64911,25.5,SUN,Solar,0
2026-05-30 04:00:00,Net generation,64911,25.5,WAT,Hydro,133
2026-05-30 04:00:00,Net generation,64911,25.5,WND,Wind,24564
2026-05-30 04:00:00,Total interchange,-370,25.5,BAT,Battery storage,537
2026-05-30 04:00:00,Total interchange,-370,25.5,COL,Coal,6257
2026-05-30 04:00:00,Total interchange,-370,25.5,NG,Natural Gas,29081
2026-05-30 04:00:00,Total interchange,-370,25.5,NUC,Nuclear,4289
2026-05-30 04:00:00,Total interchange,-370,25.5,OTH,Other,50
2026-05-30 04:00:00,Total interchange,-370,25.5,SUN,Solar,0
2026-05-30 04:00:00,Total interchange,-370,25.5,WAT,Hydro,133
2026-05-30 04:00:00,Total interchange,-370,25.5,WND,Wind,24564
2026-05-30 03:00:00,Demand,68450,26.1,BAT,Battery storage,4141
2026-05-30 03:00:00,Demand,68450,26.1,COL,Coal,6626
2026-05-30 03:00:00,Demand,68450,26.1,NG,Natural Gas,30801
2026-05-30 03:00:00,Demand,68450,26.1,NUC,Nuclear,4288
2026-05-30 03:00:00,Demand,68450,26.1,OTH,Other,50
2026-05-30 03:00:00,Demand,68450,26.1,SUN,Solar,0
2026-05-30 03:00:00,Demand,68450,26.1,WAT,Hydro,132
2026-05-30 03:00:00,Demand,68450,26.1,WND,Wind,22160
2026-05-30 03:00:00,Day-ahead demand forecast,67488,26.1,BAT,Battery storage,4141
2026-05-30 03:00:00,Day-ahead demand forecast,67488,26.1,COL,Coal,6626
2026-05-30 03:00:00,Day-ahead demand forecast,67488,26.1,NG,Natural Gas,30801
2026-05-30 03:00:00,Day-ahead demand forecast,67488,26.1,NUC,Nuclear,4288
2026-05-30 03:00:00,Day-ahead demand forecast,67488,26.1,OTH,Other,50
2026-05-30 03:00:00,Day-ahead demand forecast,67488,26.1,SUN,Solar,0
2026-05-30 03:00:00,Day-ahead demand forecast,67488,26.1,WAT,Hydro,132
2026-05-30 03:00:00,Day-ahead demand forecast,67488,26.1,WND,Wind,22160
2026-05-30 03:00:00,Net generation,68198,26.1,BAT,Battery storage,4141
2026-05-30 03:00:00,Net generation,68198,26.1,COL,Coal,6626
2026-05-30 03:00:00,Net generation,68198,26.1,NG,Natural Gas,30801
2026-05-30 03:00:00,Net generation,68198,26.1,NUC,Nuclear,4288
2026-05-30 03:00:00,Net generation,68198,26.1,OTH,Other,50
2026-05-30 03:00:00,Net generation,68198,26.1,SUN,Solar,0
2026-05-30 03:00:00,Net generation,68198,26.1,WAT,Hydro,132
2026-05-30 03:00:00,Net generation,68198,26.1,WND,Wind,22160
2026-05-30 03:00:00,Total interchange,-252,26.1,BAT,Battery storage,4141
2026-05-30 03:00:00,Total interchange,-252,26.1,COL,Coal,6626
2026-05-30 03:00:00,Total interchange,-252,26.1,NG,Natural Gas,30801
2026-05-30 03:00:00,Total interchange,-252,26.1,NUC,Nuclear,4288
2026-05-30 03:00:00,Total interchange,-252,26.1,OTH,Other,50
2026-05-30 03:00:00,Total interchange,-252,26.1,SUN,Solar,0
2026-05-30 03:00:00,Total interchange,-252,26.1,WAT,Hydro,132
2026-05-30 03:00:00,Total interchange,-252,26.1,WND,Wind,22160
2026-05-30 02:00:00,Demand,70810,26.8,BAT,Battery storage,5848
2026-05-30 02:00:00,Demand,70810,26.8,COL,Coal,6754
2026-05-30 02:00:00,Demand,70810,26.8,NG,Natural Gas,32677
2026-05-30 02:00:00,Demand,70810,26.8,NUC,Nuclear,4286
2026-05-30 02:00:00,Demand,70810,26.8,OTH,Other,50
2026-05-30 02:00:00,Demand,70810,26.8,SUN,Solar,536
2026-05-30 02:00:00,Demand,70810,26.8,WAT,Hydro,132
2026-05-30 02:00:00,Demand,70810,26.8,WND,Wind,20277
2026-05-30 02:00:00,Day-ahead demand forecast,69436,26.8,BAT,Battery storage,5848
2026-05-30 02:00:00,Day-ahead demand forecast,69436,26.8,COL,Coal,6754
2026-05-30 02:00:00,Day-ahead demand forecast,69436,26.8,NG,Natural Gas,32677
2026-05-30 02:00:00,Day-ahead demand forecast,69436,26.8,NUC,Nuclear,4286
2026-05-30 02:00:00,Day-ahead demand forecast,69436,26.8,OTH,Other,50
2026-05-30 02:00:00,Day-ahead demand forecast,69436,26.8,SUN,Solar,536
2026-05-30 02:00:00,Day-ahead demand forecast,69436,26.8,WAT,Hydro,132
2026-05-30 02:00:00,Day-ahead demand forecast,69436,26.8,WND,Wind,20277
2026-05-30 02:00:00,Net generation,70560,26.8,BAT,Battery storage,5848
2026-05-30 02:00:00,Net generation,70560,26.8,COL,Coal,6754
2026-05-30 02:00:00,Net generation,70560,26.8,NG,Natural Gas,32677
2026-05-30 02:00:00,Net generation,70560,26.8,NUC,Nuclear,4286
2026-05-30 02:00:00,Net generation,70560,26.8,OTH,Other,50
2026-05-30 02:00:00,Net generation,70560,26.8,SUN,Solar,536
2026-05-30 02:00:00,Net generation,70560,26.8,WAT,Hydro,132
2026-05-30 02:00:00,Net generation,70560,26.8,WND,Wind,20277
2026-05-30 02:00:00,Total interchange,-250,26.8,BAT,Battery storage,5848
2026-05-30 02:00:00,Total interchange,-250,26.8,COL,Coal,6754
2026-05-30 02:00:00,Total interchange,-250,26.8,NG,Natural Gas,32677
2026-05-30 02:00:00,Total interchange,-250,26.8,NUC,Nuclear,4286
2026-05-30 02:00:00,Total interchange,-250,26.8,OTH,Other,50
2026-05-30 02:00:00,Total interchange,-250,26.8,SUN,Solar,536
2026-05-30 02:00:00,Total interchange,-250,26.8,WAT,Hydro,132
2026-05-30 02:00:00,Total interchange,-250,26.8,WND,Wind,20277
2026-05-30 01:00:00,Demand,73827,27.5,BAT,Battery storage,3302
2026-05-30 01:00:00,Demand,73827,27.5,COL,Coal,6540
2026-05-30 01:00:00,Demand,73827,27.5,NG,Natural Gas,32290
2026-05-30 01:00:00,Demand,73827,27.5,NUC,Nuclear,4287
2026-05-30 01:00:00,Demand,73827,27.5,OTH,Other,50
2026-05-30 01:00:00,Demand,73827,27.5,SUN,Solar,7650
2026-05-30 01:00:00,Demand,73827,27.5,WAT,Hydro,134
2026-05-30 01:00:00,Demand,73827,27.5,WND,Wind,19430
2026-05-30 01:00:00,Day-ahead demand forecast,72712,27.5,BAT,Battery storage,3302
2026-05-30 01:00:00,Day-ahead demand forecast,72712,27.5,COL,Coal,6540
2026-05-30 01:00:00,Day-ahead demand forecast,72712,27.5,NG,Natural Gas,32290
2026-05-30 01:00:00,Day-ahead demand forecast,72712,27.5,NUC,Nuclear,4287
2026-05-30 01:00:00,Day-ahead demand forecast,72712,27.5,OTH,Other,50
2026-05-30 01:00:00,Day-ahead demand forecast,72712,27.5,SUN,Solar,7650
2026-05-30 01:00:00,Day-ahead demand forecast,72712,27.5,WAT,Hydro,134
2026-05-30 01:00:00,Day-ahead demand forecast,72712,27.5,WND,Wind,19430
2026-05-30 01:00:00,Net generation,73683,27.5,BAT,Battery storage,3302
2026-05-30 01:00:00,Net generation,73683,27.5,COL,Coal,6540
2026-05-30 01:00:00,Net generation,73683,27.5,NG,Natural Gas,32290
2026-05-30 01:00:00,Net generation,73683,27.5,NUC,Nuclear,4287
2026-05-30 01:00:00,Net generation,73683,27.5,OTH,Other,50
2026-05-30 01:00:00,Net generation,73683,27.5,SUN,Solar,7650
2026-05-30 01:00:00,Net generation,73683,27.5,WAT,Hydro,134
2026-05-30 01:00:00,Net generation,73683,27.5,WND,Wind,19430
2026-05-30 01:00:00,Total interchange,-144,27.5,BAT,Battery storage,3302
2026-05-30 01:00:00,Total interchange,-144,27.5,COL,Coal,6540
2026-05-30 01:00:00,Total interchange,-144,27.5,NG,Natural Gas,32290
2026-05-30 01:00:00,Total interchange,-144,27.5,NUC,Nuclear,4287
2026-05-30 01:00:00,Total interchange,-144,27.5,OTH,Other,50
2026-05-30 01:00:00,Total interchange,-144,27.5,SUN,Solar,7650
2026-05-30 01:00:00,Total interchange,-144,27.5,WAT,Hydro,134
2026-05-30 01:00:00,Total interchange,-144,27.5,WND,Wind,19430
2026-05-30 00:00:00,Demand,76278,28.5,BAT,Battery storage,9
2026-05-30 00:00:00,Demand,76278,28.5,COL,Coal,5895
2026-05-30 00:00:00,Demand,76278,28.5,NG,Natural Gas,28950
2026-05-30 00:00:00,Demand,76278,28.5,NUC,Nuclear,4285
2026-05-30 00:00:00,Demand,76278,28.5,OTH,Other,56
2026-05-30 00:00:00,Demand,76278,28.5,SUN,Solar,19474
2026-05-30 00:00:00,Demand,76278,28.5,WAT,Hydro,131
2026-05-30 00:00:00,Demand,76278,28.5,WND,Wind,17642
2026-05-30 00:00:00,Day-ahead demand forecast,75522,28.5,BAT,Battery storage,9
2026-05-30 00:00:00,Day-ahead demand forecast,75522,28.5,COL,Coal,5895
2026-05-30 00:00:00,Day-ahead demand forecast,75522,28.5,NG,Natural Gas,28950
2026-05-30 00:00:00,Day-ahead demand forecast,75522,28.5,NUC,Nuclear,4285
2026-05-30 00:00:00,Day-ahead demand forecast,75522,28.5,OTH,Other,56
2026-05-30 00:00:00,Day-ahead demand forecast,75522,28.5,SUN,Solar,19474
2026-05-30 00:00:00,Day-ahead demand forecast,75522,28.5,WAT,Hydro,131
2026-05-30 00:00:00,Day-ahead demand forecast,75522,28.5,WND,Wind,17642
2026-05-30 00:00:00,Net generation,76441,28.5,BAT,Battery storage,9
2026-05-30 00:00:00,Net generation,76441,28.5,COL,Coal,5895
2026-05-30 00:00:00,Net generation,76441,28.5,NG,Natural Gas,28950
2026-05-30 00:00:00,Net generation,76441,28.5,NUC,Nuclear,4285
2026-05-30 00:00:00,Net generation,76441,28.5,OTH,Other,56
2026-05-30 00:00:00,Net generation,76441,28.5,SUN,Solar,19474
2026-05-30 00:00:00,Net generation,76441,28.5,WAT,Hydro,131
2026-05-30 00:00:00,Net generation,76441,28.5,WND,Wind,17642
2026-05-30 00:00:00,Total interchange,164,28.5,BAT,Battery storage,9
2026-05-30 00:00:00,Total interchange,164,28.5,COL,Coal,5895
2026-05-30 00:00:00,Total interchange,164,28.5,NG,Natural Gas,28950
2026-05-30 00:00:00,Total interchange,164,28.5,NUC,Nuclear,4285
2026-05-30 00:00:00,Total interchange,164,28.5,OTH,Other,56
2026-05-30 00:00:00,Total interchange,164,28.5,SUN,Solar,19474
2026-05-30 00:00:00,Total interchange,164,28.5,WAT,Hydro,131
2026-05-30 00:00:00,Total interchange,164,28.5,WND,Wind,17642
2026-05-29 23:00:00,Demand,77793,30.9,BAT,Battery storage,-525
2026-05-29 23:00:00,Demand,77793,30.9,COL,Coal,5851
2026-05-29 23:00:00,Demand,77793,30.9,NG,Natural Gas,27671
2026-05-29 23:00:00,Demand,77793,30.9,NUC,Nuclear,4286
2026-05-29 23:00:00,Demand,77793,30.9,OTH,Other,59
2026-05-29 23:00:00,Demand,77793,30.9,SUN,Solar,23877
2026-05-29 23:00:00,Demand,77793,30.9,WAT,Hydro,132
2026-05-29 23:00:00,Demand,77793,30.9,WND,Wind,16588
2026-05-29 23:00:00,Day-ahead demand forecast,76930,30.9,BAT,Battery storage,-525
2026-05-29 23:00:00,Day-ahead demand forecast,76930,30.9,COL,Coal,5851
2026-05-29 23:00:00,Day-ahead demand forecast,76930,30.9,NG,Natural Gas,27671
2026-05-29 23:00:00,Day-ahead demand forecast,76930,30.9,NUC,Nuclear,4286
2026-05-29 23:00:00,Day-ahead demand forecast,76930,30.9,OTH,Other,59
2026-05-29 23:00:00,Day-ahead demand forecast,76930,30.9,SUN,Solar,23877
2026-05-29 23:00:00,Day-ahead demand forecast,76930,30.9,WAT,Hydro,132
2026-05-29 23:00:00,Day-ahead demand forecast,76930,30.9,WND,Wind,16588
2026-05-29 23:00:00,Net generation,77940,30.9,BAT,Battery storage,-525
2026-05-29 23:00:00,Net generation,77940,30.9,COL,Coal,5851
2026-05-29 23:00:00,Net generation,77940,30.9,NG,Natural Gas,27671
2026-05-29 23:00:00,Net generation,77940,30.9,NUC,Nuclear,4286
2026-05-29 23:00:00,Net generation,77940,30.9,OTH,Other,59
2026-05-29 23:00:00,Net generation,77940,30.9,SUN,Solar,23877
2026-05-29 23:00:00,Net generation,77940,30.9,WAT,Hydro,132
2026-05-29 23:00:00,Net generation,77940,30.9,WND,Wind,16588
2026-05-29 23:00:00,Total interchange,147,30.9,BAT,Battery storage,-525
2026-05-29 23:00:00,Total interchange,147,30.9,COL,Coal,5851
2026-05-29 23:00:00,Total interchange,147,30.9,NG,Natural Gas,27671
2026-05-29 23:00:00,Total interchange,147,30.9,NUC,Nuclear,4286
2026-05-29 23:00:00,Total interchange,147,30.9,OTH,Other,59
2026-05-29 23:00:00,Total interchange,147,30.9,SUN,Solar,23877
2026-05-29 23:00:00,Total interchange,147,30.9,WAT,Hydro,132
2026-05-29 23:00:00,Total interchange,147,30.9,WND,Wind,16588
2026-05-29 22:00:00,Demand,77635,31.2,BAT,Battery storage,-944
2026-05-29 22:00:00,Demand,77635,31.2,COL,Coal,5924
2026-05-29 22:00:00,Demand,77635,31.2,NG,Natural Gas,27233
2026-05-29 22:00:00,Demand,77635,31.2,NUC,Nuclear,4290
2026-05-29 22:00:00,Demand,77635,31.2,OTH,Other,64
2026-05-29 22:00:00,Demand,77635,31.2,SUN,Solar,25448
2026-05-29 22:00:00,Demand,77635,31.2,WAT,Hydro,48
2026-05-29 22:00:00,Demand,77635,31.2,WND,Wind,15837
2026-05-29 22:00:00,Day-ahead demand forecast,76767,31.2,BAT,Battery storage,-944
2026-05-29 22:00:00,Day-ahead demand forecast,76767,31.2,COL,Coal,5924
2026-05-29 22:00:00,Day-ahead demand forecast,76767,31.2,NG,Natural Gas,27233
2026-05-29 22:00:00,Day-ahead demand forecast,76767,31.2,NUC,Nuclear,4290
2026-05-29 22:00:00,Day-ahead demand forecast,76767,31.2,OTH,Other,64
2026-05-29 22:00:00,Day-ahead demand forecast,76767,31.2,SUN,Solar,25448
2026-05-29 22:00:00,Day-ahead demand forecast,76767,31.2,WAT,Hydro,48
2026-05-29 22:00:00,Day-ahead demand forecast,76767,31.2,WND,Wind,15837
2026-05-29 22:00:00,Net generation,77901,31.2,BAT,Battery storage,-944
2026-05-29 22:00:00,Net generation,77901,31.2,COL,Coal,5924
2026-05-29 22:00:00,Net generation,77901,31.2,NG,Natural Gas,27233
2026-05-29 22:00:00,Net generation,77901,31.2,NUC,Nuclear,4290
2026-05-29 22:00:00,Net generation,77901,31.2,OTH,Other,64
2026-05-29 22:00:00,Net generation,77901,31.2,SUN,Solar,25448
2026-05-29 22:00:00,Net generation,77901,31.2,WAT,Hydro,48
2026-05-29 22:00:00,Net generation,77901,31.2,WND,Wind,15837
2026-05-29 22:00:00,Total interchange,266,31.2,BAT,Battery storage,-944
2026-05-29 22:00:00,Total interchange,266,31.2,COL,Coal,5924
2026-05-29 22:00:00,Total interchange,266,31.2,NG,Natural Gas,27233
2026-05-29 22:00:00,Total interchange,266,31.2,NUC,Nuclear,4290
2026-05-29 22:00:00,Total interchange,266,31.2,OTH,Other,64
2026-05-29 22:00:00,Total interchange,266,31.2,SUN,Solar,25448
2026-05-29 22:00:00,Total interchange,266,31.2,WAT,Hydro,48
2026-05-29 22:00:00,Total interchange,266,31.2,WND,Wind,15837
2026-05-29 21:00:00,Demand,76980,31.3,BAT,Battery storage,-1092
2026-05-29 21:00:00,Demand,76980,31.3,COL,Coal,5547
2026-05-29 21:00:00,Demand,76980,31.3,NG,Natural Gas,26968
2026-05-29 21:00:00,Demand,76980,31.3,NUC,Nuclear,4292
2026-05-29 21:00:00,Demand,76980,31.3,OTH,Other,60
2026-05-29 21:00:00,Demand,76980,31.3,SUN,Solar,27125
2026-05-29 21:00:00,Demand,76980,31.3,WAT,Hydro,46
2026-05-29 21:00:00,Demand,76980,31.3,WND,Wind,14357
2026-05-29 21:00:00,Day-ahead demand forecast,75818,31.3,BAT,Battery storage,-1092
2026-05-29 21:00:00,Day-ahead demand forecast,75818,31.3,COL,Coal,5547
2026-05-29 21:00:00,Day-ahead demand forecast,75818,31.3,NG,Natural Gas,26968
2026-05-29 21:00:00,Day-ahead demand forecast,75818,31.3,NUC,Nuclear,4292
2026-05-29 21:00:00,Day-ahead demand forecast,75818,31.3,OTH,Other,60
2026-05-29 21:00:00,Day-ahead demand forecast,75818,31.3,SUN,Solar,27125
2026-05-29 21:00:00,Day-ahead demand forecast,75818,31.3,WAT,Hydro,46
2026-05-29 21:00:00,Day-ahead demand forecast,75818,31.3,WND,Wind,14357
2026-05-29 21:00:00,Net generation,77303,31.3,BAT,Battery storage,-1092
2026-05-29 21:00:00,Net generation,77303,31.3,COL,Coal,5547
2026-05-29 21:00:00,Net generation,77303,31.3,NG,Natural Gas,26968
2026-05-29 21:00:00,Net generation,77303,31.3,NUC,Nuclear,4292
2026-05-29 21:00:00,Net generation,77303,31.3,OTH,Other,60
2026-05-29 21:00:00,Net generation,77303,31.3,SUN,Solar,27125
2026-05-29 21:00:00,Net generation,77303,31.3,WAT,Hydro,46
2026-05-29 21:00:00,Net generation,77303,31.3,WND,Wind,14357
2026-05-29 21:00:00,Total interchange,323,31.3,BAT,Battery storage,-1092
2026-05-29 21:00:00,Total interchange,323,31.3,COL,Coal,5547
2026-05-29 21:00:00,Total interchange,323,31.3,NG,Natural Gas,26968
2026-05-29 21:00:00,Total interchange,323,31.3,NUC,Nuclear,4292
2026-05-29 21:00:00,Total interchange,323,31.3,OTH,Other,60
2026-05-29 21:00:00,Total interchange,323,31.3,SUN,Solar,27125
2026-05-29 21:00:00,Total interchange,323,31.3,WAT,Hydro,46
2026-05-29 21:00:00,Total interchange,323,31.3,WND,Wind,14357
2026-05-29 20:00:00,Demand,75351,31.2,BAT,Battery storage,-930
2026-05-29 20:00:00,Demand,75351,31.2,COL,Coal,4979
2026-05-29 20:00:00,Demand,75351,31.2,NG,Natural Gas,25580
2026-05-29 20:00:00,Demand,75351,31.2,NUC,Nuclear,4293
2026-05-29 20:00:00,Demand,75351,31.2,OTH,Other,51
2026-05-29 20:00:00,Demand,75351,31.2,SUN,Solar,28992
2026-05-29 20:00:00,Demand,75351,31.2,WAT,Hydro,46
2026-05-29 20:00:00,Demand,75351,31.2,WND,Wind,12550
2026-05-29 20:00:00,Day-ahead demand forecast,73989,31.2,BAT,Battery storage,-930
2026-05-29 20:00:00,Day-ahead demand forecast,73989,31.2,COL,Coal,4979
2026-05-29 20:00:00,Day-ahead demand forecast,73989,31.2,NG,Natural Gas,25580
2026-05-29 20:00:00,Day-ahead demand forecast,73989,31.2,NUC,Nuclear,4293
2026-05-29 20:00:00,Day-ahead demand forecast,73989,31.2,OTH,Other,51
