period,demand_type,demand_mwh,temperature_2m,fueltype,type-name_y,generation_mwh
2026-06-08 23:00:00,Demand,77415,29.1,BAT,Battery storage,-1150
2026-06-08 23:00:00,Demand,77415,29.1,COL,Coal,7329
2026-06-08 23:00:00,Demand,77415,29.1,NG,Natural Gas,25388
2026-06-08 23:00:00,Demand,77415,29.1,NUC,Nuclear,5007
2026-06-08 23:00:00,Demand,77415,29.1,OTH,Other,82
2026-06-08 23:00:00,Demand,77415,29.1,SUN,Solar,21722
2026-06-08 23:00:00,Demand,77415,29.1,WAT,Hydro,59
2026-06-08 23:00:00,Demand,77415,29.1,WND,Wind,19271
2026-06-08 23:00:00,Day-ahead demand forecast,74056,29.1,BAT,Battery storage,-1150
2026-06-08 23:00:00,Day-ahead demand forecast,74056,29.1,COL,Coal,7329
2026-06-08 23:00:00,Day-ahead demand forecast,74056,29.1,NG,Natural Gas,25388
2026-06-08 23:00:00,Day-ahead demand forecast,74056,29.1,NUC,Nuclear,5007
2026-06-08 23:00:00,Day-ahead demand forecast,74056,29.1,OTH,Other,82
2026-06-08 23:00:00,Day-ahead demand forecast,74056,29.1,SUN,Solar,21722
2026-06-08 23:00:00,Day-ahead demand forecast,74056,29.1,WAT,Hydro,59
2026-06-08 23:00:00,Day-ahead demand forecast,74056,29.1,WND,Wind,19271
2026-06-08 23:00:00,Net generation,77707,29.1,BAT,Battery storage,-1150
2026-06-08 23:00:00,Net generation,77707,29.1,COL,Coal,7329
2026-06-08 23:00:00,Net generation,77707,29.1,NG,Natural Gas,25388
2026-06-08 23:00:00,Net generation,77707,29.1,NUC,Nuclear,5007
2026-06-08 23:00:00,Net generation,77707,29.1,OTH,Other,82
2026-06-08 23:00:00,Net generation,77707,29.1,SUN,Solar,21722
2026-06-08 23:00:00,Net generation,77707,29.1,WAT,Hydro,59
2026-06-08 23:00:00,Net generation,77707,29.1,WND,Wind,19271
2026-06-08 23:00:00,Total interchange,291,29.1,BAT,Battery storage,-1150
2026-06-08 23:00:00,Total interchange,291,29.1,COL,Coal,7329
2026-06-08 23:00:00,Total interchange,291,29.1,NG,Natural Gas,25388
2026-06-08 23:00:00,Total interchange,291,29.1,NUC,Nuclear,5007
2026-06-08 23:00:00,Total interchange,291,29.1,OTH,Other,82
2026-06-08 23:00:00,Total interchange,291,29.1,SUN,Solar,21722
2026-06-08 23:00:00,Total interchange,291,29.1,WAT,Hydro,59
2026-06-08 23:00:00,Total interchange,291,29.1,WND,Wind,19271
2026-06-08 22:00:00,Demand,77578,29.2,BAT,Battery storage,-847
2026-06-08 22:00:00,Demand,77578,29.2,COL,Coal,7032
2026-06-08 22:00:00,Demand,77578,29.2,NG,Natural Gas,23601
2026-06-08 22:00:00,Demand,77578,29.2,NUC,Nuclear,5007
2026-06-08 22:00:00,Demand,77578,29.2,OTH,Other,81
2026-06-08 22:00:00,Demand,77578,29.2,SUN,Solar,23910
2026-06-08 22:00:00,Demand,77578,29.2,WAT,Hydro,42
2026-06-08 22:00:00,Demand,77578,29.2,WND,Wind,19016
2026-06-08 22:00:00,Day-ahead demand forecast,73874,29.2,BAT,Battery storage,-847
2026-06-08 22:00:00,Day-ahead demand forecast,73874,29.2,COL,Coal,7032
2026-06-08 22:00:00,Day-ahead demand forecast,73874,29.2,NG,Natural Gas,23601
2026-06-08 22:00:00,Day-ahead demand forecast,73874,29.2,NUC,Nuclear,5007
2026-06-08 22:00:00,Day-ahead demand forecast,73874,29.2,OTH,Other,81
2026-06-08 22:00:00,Day-ahead demand forecast,73874,29.2,SUN,Solar,23910
2026-06-08 22:00:00,Day-ahead demand forecast,73874,29.2,WAT,Hydro,42
2026-06-08 22:00:00,Day-ahead demand forecast,73874,29.2,WND,Wind,19016
2026-06-08 22:00:00,Net generation,77842,29.2,BAT,Battery storage,-847
2026-06-08 22:00:00,Net generation,77842,29.2,COL,Coal,7032
2026-06-08 22:00:00,Net generation,77842,29.2,NG,Natural Gas,23601
2026-06-08 22:00:00,Net generation,77842,29.2,NUC,Nuclear,5007
2026-06-08 22:00:00,Net generation,77842,29.2,OTH,Other,81
2026-06-08 22:00:00,Net generation,77842,29.2,SUN,Solar,23910
2026-06-08 22:00:00,Net generation,77842,29.2,WAT,Hydro,42
2026-06-08 22:00:00,Net generation,77842,29.2,WND,Wind,19016
2026-06-08 22:00:00,Total interchange,263,29.2,BAT,Battery storage,-847
2026-06-08 22:00:00,Total interchange,263,29.2,COL,Coal,7032
2026-06-08 22:00:00,Total interchange,263,29.2,NG,Natural Gas,23601
2026-06-08 22:00:00,Total interchange,263,29.2,NUC,Nuclear,5007
2026-06-08 22:00:00,Total interchange,263,29.2,OTH,Other,81
2026-06-08 22:00:00,Total interchange,263,29.2,SUN,Solar,23910
2026-06-08 22:00:00,Total interchange,263,29.2,WAT,Hydro,42
2026-06-08 22:00:00,Total interchange,263,29.2,WND,Wind,19016
2026-06-08 21:00:00,Demand,77430,28.4,BAT,Battery storage,-693
2026-06-08 21:00:00,Demand,77430,28.4,COL,Coal,7003
2026-06-08 21:00:00,Demand,77430,28.4,NG,Natural Gas,22848
2026-06-08 21:00:00,Demand,77430,28.4,NUC,Nuclear,5008
2026-06-08 21:00:00,Demand,77430,28.4,OTH,Other,55
2026-06-08 21:00:00,Demand,77430,28.4,SUN,Solar,24833
2026-06-08 21:00:00,Demand,77430,28.4,WAT,Hydro,8
2026-06-08 21:00:00,Demand,77430,28.4,WND,Wind,18658
2026-06-08 21:00:00,Day-ahead demand forecast,72962,28.4,BAT,Battery storage,-693
2026-06-08 21:00:00,Day-ahead demand forecast,72962,28.4,COL,Coal,7003
2026-06-08 21:00:00,Day-ahead demand forecast,72962,28.4,NG,Natural Gas,22848
2026-06-08 21:00:00,Day-ahead demand forecast,72962,28.4,NUC,Nuclear,5008
2026-06-08 21:00:00,Day-ahead demand forecast,72962,28.4,OTH,Other,55
2026-06-08 21:00:00,Day-ahead demand forecast,72962,28.4,SUN,Solar,24833
2026-06-08 21:00:00,Day-ahead demand forecast,72962,28.4,WAT,Hydro,8
2026-06-08 21:00:00,Day-ahead demand forecast,72962,28.4,WND,Wind,18658
2026-06-08 21:00:00,Net generation,77720,28.4,BAT,Battery storage,-693
2026-06-08 21:00:00,Net generation,77720,28.4,COL,Coal,7003
2026-06-08 21:00:00,Net generation,77720,28.4,NG,Natural Gas,22848
2026-06-08 21:00:00,Net generation,77720,28.4,NUC,Nuclear,5008
2026-06-08 21:00:00,Net generation,77720,28.4,OTH,Other,55
2026-06-08 21:00:00,Net generation,77720,28.4,SUN,Solar,24833
2026-06-08 21:00:00,Net generation,77720,28.4,WAT,Hydro,8
2026-06-08 21:00:00,Net generation,77720,28.4,WND,Wind,18658
2026-06-08 21:00:00,Total interchange,289,28.4,BAT,Battery storage,-693
2026-06-08 21:00:00,Total interchange,289,28.4,COL,Coal,7003
2026-06-08 21:00:00,Total interchange,289,28.4,NG,Natural Gas,22848
2026-06-08 21:00:00,Total interchange,289,28.4,NUC,Nuclear,5008
2026-06-08 21:00:00,Total interchange,289,28.4,OTH,Other,55
2026-06-08 21:00:00,Total interchange,289,28.4,SUN,Solar,24833
2026-06-08 21:00:00,Total interchange,289,28.4,WAT,Hydro,8
2026-06-08 21:00:00,Total interchange,289,28.4,WND,Wind,18658
2026-06-08 20:00:00,Demand,76642,29.8,BAT,Battery storage,-276
2026-06-08 20:00:00,Demand,76642,29.8,COL,Coal,6642
2026-06-08 20:00:00,Demand,76642,29.8,NG,Natural Gas,22026
2026-06-08 20:00:00,Demand,76642,29.8,NUC,Nuclear,5010
2026-06-08 20:00:00,Demand,76642,29.8,OTH,Other,56
2026-06-08 20:00:00,Demand,76642,29.8,SUN,Solar,25124
2026-06-08 20:00:00,Demand,76642,29.8,WAT,Hydro,0
2026-06-08 20:00:00,Demand,76642,29.8,WND,Wind,18387
2026-06-08 20:00:00,Day-ahead demand forecast,71846,29.8,BAT,Battery storage,-276
2026-06-08 20:00:00,Day-ahead demand forecast,71846,29.8,COL,Coal,6642
2026-06-08 20:00:00,Day-ahead demand forecast,71846,29.8,NG,Natural Gas,22026
2026-06-08 20:00:00,Day-ahead demand forecast,71846,29.8,NUC,Nuclear,5010
2026-06-08 20:00:00,Day-ahead demand forecast,71846,29.8,OTH,Other,56
2026-06-08 20:00:00,Day-ahead demand forecast,71846,29.8,SUN,Solar,25124
2026-06-08 20:00:00,Day-ahead demand forecast,71846,29.8,WAT,Hydro,0
2026-06-08 20:00:00,Day-ahead demand forecast,71846,29.8,WND,Wind,18387
2026-06-08 20:00:00,Net generation,76968,29.8,BAT,Battery storage,-276
2026-06-08 20:00:00,Net generation,76968,29.8,COL,Coal,6642
2026-06-08 20:00:00,Net generation,76968,29.8,NG,Natural Gas,22026
2026-06-08 20:00:00,Net generation,76968,29.8,NUC,Nuclear,5010
2026-06-08 20:00:00,Net generation,76968,29.8,OTH,Other,56
2026-06-08 20:00:00,Net generation,76968,29.8,SUN,Solar,25124
2026-06-08 20:00:00,Net generation,76968,29.8,WAT,Hydro,0
2026-06-08 20:00:00,Net generation,76968,29.8,WND,Wind,18387
2026-06-08 20:00:00,Total interchange,326,29.8,BAT,Battery storage,-276
2026-06-08 20:00:00,Total interchange,326,29.8,COL,Coal,6642
2026-06-08 20:00:00,Total interchange,326,29.8,NG,Natural Gas,22026
2026-06-08 20:00:00,Total interchange,326,29.8,NUC,Nuclear,5010
2026-06-08 20:00:00,Total interchange,326,29.8,OTH,Other,56
2026-06-08 20:00:00,Total interchange,326,29.8,SUN,Solar,25124
2026-06-08 20:00:00,Total interchange,326,29.8,WAT,Hydro,0
2026-06-08 20:00:00,Total interchange,326,29.8,WND,Wind,18387
2026-06-08 19:00:00,Demand,75374,31.1,BAT,Battery storage,-452
2026-06-08 19:00:00,Demand,75374,31.1,COL,Coal,6464
2026-06-08 19:00:00,Demand,75374,31.1,NG,Natural Gas,20865
2026-06-08 19:00:00,Demand,75374,31.1,NUC,Nuclear,5011
2026-06-08 19:00:00,Demand,75374,31.1,OTH,Other,51
2026-06-08 19:00:00,Demand,75374,31.1,SUN,Solar,25062
2026-06-08 19:00:00,Demand,75374,31.1,WAT,Hydro,0
2026-06-08 19:00:00,Demand,75374,31.1,WND,Wind,18746
2026-06-08 19:00:00,Day-ahead demand forecast,70334,31.1,BAT,Battery storage,-452
2026-06-08 19:00:00,Day-ahead demand forecast,70334,31.1,COL,Coal,6464
2026-06-08 19:00:00,Day-ahead demand forecast,70334,31.1,NG,Natural Gas,20865
2026-06-08 19:00:00,Day-ahead demand forecast,70334,31.1,NUC,Nuclear,5011
2026-06-08 19:00:00,Day-ahead demand forecast,70334,31.1,OTH,Other,51
2026-06-08 19:00:00,Day-ahead demand forecast,70334,31.1,SUN,Solar,25062
2026-06-08 19:00:00,Day-ahead demand forecast,70334,31.1,WAT,Hydro,0
2026-06-08 19:00:00,Day-ahead demand forecast,70334,31.1,WND,Wind,18746
2026-06-08 19:00:00,Net generation,75747,31.1,BAT,Battery storage,-452
2026-06-08 19:00:00,Net generation,75747,31.1,COL,Coal,6464
2026-06-08 19:00:00,Net generation,75747,31.1,NG,Natural Gas,20865
2026-06-08 19:00:00,Net generation,75747,31.1,NUC,Nuclear,5011
2026-06-08 19:00:00,Net generation,75747,31.1,OTH,Other,51
2026-06-08 19:00:00,Net generation,75747,31.1,SUN,Solar,25062
2026-06-08 19:00:00,Net generation,75747,31.1,WAT,Hydro,0
2026-06-08 19:00:00,Net generation,75747,31.1,WND,Wind,18746
2026-06-08 19:00:00,Total interchange,372,31.1,BAT,Battery storage,-452
2026-06-08 19:00:00,Total interchange,372,31.1,COL,Coal,6464
2026-06-08 19:00:00,Total interchange,372,31.1,NG,Natural Gas,20865
2026-06-08 19:00:00,Total interchange,372,31.1,NUC,Nuclear,5011
2026-06-08 19:00:00,Total interchange,372,31.1,OTH,Other,51
2026-06-08 19:00:00,Total interchange,372,31.1,SUN,Solar,25062
2026-06-08 19:00:00,Total interchange,372,31.1,WAT,Hydro,0
2026-06-08 19:00:00,Total interchange,372,31.1,WND,Wind,18746
2026-06-08 18:00:00,Demand,72823,30.8,BAT,Battery storage,-2378
2026-06-08 18:00:00,Demand,72823,30.8,COL,Coal,6290
2026-06-08 18:00:00,Demand,72823,30.8,NG,Natural Gas,19462
2026-06-08 18:00:00,Demand,72823,30.8,NUC,Nuclear,5012
2026-06-08 18:00:00,Demand,72823,30.8,OTH,Other,51
2026-06-08 18:00:00,Demand,72823,30.8,SUN,Solar,24537
2026-06-08 18:00:00,Demand,72823,30.8,WAT,Hydro,0
2026-06-08 18:00:00,Demand,72823,30.8,WND,Wind,19956
2026-06-08 18:00:00,Day-ahead demand forecast,68011,30.8,BAT,Battery storage,-2378
2026-06-08 18:00:00,Day-ahead demand forecast,68011,30.8,COL,Coal,6290
2026-06-08 18:00:00,Day-ahead demand forecast,68011,30.8,NG,Natural Gas,19462
2026-06-08 18:00:00,Day-ahead demand forecast,68011,30.8,NUC,Nuclear,5012
2026-06-08 18:00:00,Day-ahead demand forecast,68011,30.8,OTH,Other,51
2026-06-08 18:00:00,Day-ahead demand forecast,68011,30.8,SUN,Solar,24537
2026-06-08 18:00:00,Day-ahead demand forecast,68011,30.8,WAT,Hydro,0
2026-06-08 18:00:00,Day-ahead demand forecast,68011,30.8,WND,Wind,19956
2026-06-08 18:00:00,Net generation,72930,30.8,BAT,Battery storage,-2378
2026-06-08 18:00:00,Net generation,72930,30.8,COL,Coal,6290
2026-06-08 18:00:00,Net generation,72930,30.8,NG,Natural Gas,19462
2026-06-08 18:00:00,Net generation,72930,30.8,NUC,Nuclear,5012
2026-06-08 18:00:00,Net generation,72930,30.8,OTH,Other,51
2026-06-08 18:00:00,Net generation,72930,30.8,SUN,Solar,24537
2026-06-08 18:00:00,Net generation,72930,30.8,WAT,Hydro,0
2026-06-08 18:00:00,Net generation,72930,30.8,WND,Wind,19956
2026-06-08 18:00:00,Total interchange,107,30.8,BAT,Battery storage,-2378
2026-06-08 18:00:00,Total interchange,107,30.8,COL,Coal,6290
2026-06-08 18:00:00,Total interchange,107,30.8,NG,Natural Gas,19462
2026-06-08 18:00:00,Total interchange,107,30.8,NUC,Nuclear,5012
2026-06-08 18:00:00,Total interchange,107,30.8,OTH,Other,51
2026-06-08 18:00:00,Total interchange,107,30.8,SUN,Solar,24537
2026-06-08 18:00:00,Total interchange,107,30.8,WAT,Hydro,0
2026-06-08 18:00:00,Total interchange,107,30.8,WND,Wind,19956
2026-06-08 17:00:00,Demand,69622,30.7,BAT,Battery storage,-3062
2026-06-08 17:00:00,Demand,69622,30.7,COL,Coal,6443
2026-06-08 17:00:00,Demand,69622,30.7,NG,Natural Gas,17684
2026-06-08 17:00:00,Demand,69622,30.7,NUC,Nuclear,5013
2026-06-08 17:00:00,Demand,69622,30.7,OTH,Other,50
2026-06-08 17:00:00,Demand,69622,30.7,SUN,Solar,22795
2026-06-08 17:00:00,Demand,69622,30.7,WAT,Hydro,0
2026-06-08 17:00:00,Demand,69622,30.7,WND,Wind,20694
2026-06-08 17:00:00,Day-ahead demand forecast,65797,30.7,BAT,Battery storage,-3062
2026-06-08 17:00:00,Day-ahead demand forecast,65797,30.7,COL,Coal,6443
2026-06-08 17:00:00,Day-ahead demand forecast,65797,30.7,NG,Natural Gas,17684
2026-06-08 17:00:00,Day-ahead demand forecast,65797,30.7,NUC,Nuclear,5013
2026-06-08 17:00:00,Day-ahead demand forecast,65797,30.7,OTH,Other,50
2026-06-08 17:00:00,Day-ahead demand forecast,65797,30.7,SUN,Solar,22795
2026-06-08 17:00:00,Day-ahead demand forecast,65797,30.7,WAT,Hydro,0
2026-06-08 17:00:00,Day-ahead demand forecast,65797,30.7,WND,Wind,20694
2026-06-08 17:00:00,Net generation,69618,30.7,BAT,Battery storage,-3062
2026-06-08 17:00:00,Net generation,69618,30.7,COL,Coal,6443
2026-06-08 17:00:00,Net generation,69618,30.7,NG,Natural Gas,17684
2026-06-08 17:00:00,Net generation,69618,30.7,NUC,Nuclear,5013
2026-06-08 17:00:00,Net generation,69618,30.7,OTH,Other,50
2026-06-08 17:00:00,Net generation,69618,30.7,SUN,Solar,22795
2026-06-08 17:00:00,Net generation,69618,30.7,WAT,Hydro,0
2026-06-08 17:00:00,Net generation,69618,30.7,WND,Wind,20694
2026-06-08 17:00:00,Total interchange,-5,30.7,BAT,Battery storage,-3062
2026-06-08 17:00:00,Total interchange,-5,30.7,COL,Coal,6443
2026-06-08 17:00:00,Total interchange,-5,30.7,NG,Natural Gas,17684
2026-06-08 17:00:00,Total interchange,-5,30.7,NUC,Nuclear,5013
2026-06-08 17:00:00,Total interchange,-5,30.7,OTH,Other,50
2026-06-08 17:00:00,Total interchange,-5,30.7,SUN,Solar,22795
2026-06-08 17:00:00,Total interchange,-5,30.7,WAT,Hydro,0
2026-06-08 17:00:00,Total interchange,-5,30.7,WND,Wind,20694
2026-06-08 16:00:00,Demand,66284,30.2,BAT,Battery storage,-4547
2026-06-08 16:00:00,Demand,66284,30.2,COL,Coal,7078
2026-06-08 16:00:00,Demand,66284,30.2,NG,Natural Gas,17741
2026-06-08 16:00:00,Demand,66284,30.2,NUC,Nuclear,5013
2026-06-08 16:00:00,Demand,66284,30.2,OTH,Other,53
2026-06-08 16:00:00,Demand,66284,30.2,SUN,Solar,19874
2026-06-08 16:00:00,Demand,66284,30.2,WAT,Hydro,0
2026-06-08 16:00:00,Demand,66284,30.2,WND,Wind,20971
2026-06-08 16:00:00,Day-ahead demand forecast,63240,30.2,BAT,Battery storage,-4547
2026-06-08 16:00:00,Day-ahead demand forecast,63240,30.2,COL,Coal,7078
2026-06-08 16:00:00,Day-ahead demand forecast,63240,30.2,NG,Natural Gas,17741
2026-06-08 16:00:00,Day-ahead demand forecast,63240,30.2,NUC,Nuclear,5013
2026-06-08 16:00:00,Day-ahead demand forecast,63240,30.2,OTH,Other,53
2026-06-08 16:00:00,Day-ahead demand forecast,63240,30.2,SUN,Solar,19874
2026-06-08 16:00:00,Day-ahead demand forecast,63240,30.2,WAT,Hydro,0
2026-06-08 16:00:00,Day-ahead demand forecast,63240,30.2,WND,Wind,20971
2026-06-08 16:00:00,Net generation,66182,30.2,BAT,Battery storage,-4547
2026-06-08 16:00:00,Net generation,66182,30.2,COL,Coal,7078
2026-06-08 16:00:00,Net generation,66182,30.2,NG,Natural Gas,17741
2026-06-08 16:00:00,Net generation,66182,30.2,NUC,Nuclear,5013
2026-06-08 16:00:00,Net generation,66182,30.2,OTH,Other,53
2026-06-08 16:00:00,Net generation,66182,30.2,SUN,Solar,19874
2026-06-08 16:00:00,Net generation,66182,30.2,WAT,Hydro,0
2026-06-08 16:00:00,Net generation,66182,30.2,WND,Wind,20971
2026-06-08 16:00:00,Total interchange,-102,30.2,BAT,Battery storage,-4547
2026-06-08 16:00:00,Total interchange,-102,30.2,COL,Coal,7078
2026-06-08 16:00:00,Total interchange,-102,30.2,NG,Natural Gas,17741
2026-06-08 16:00:00,Total interchange,-102,30.2,NUC,Nuclear,5013
2026-06-08 16:00:00,Total interchange,-102,30.2,OTH,Other,53
2026-06-08 16:00:00,Total interchange,-102,30.2,SUN,Solar,19874
2026-06-08 16:00:00,Total interchange,-102,30.2,WAT,Hydro,0
2026-06-08 16:00:00,Total interchange,-102,30.2,WND,Wind,20971
2026-06-08 15:00:00,Demand,63282,28.6,BAT,Battery storage,-4084
2026-06-08 15:00:00,Demand,63282,28.6,COL,Coal,7734
2026-06-08 15:00:00,Demand,63282,28.6,NG,Natural Gas,18209
2026-06-08 15:00:00,Demand,63282,28.6,NUC,Nuclear,5015
2026-06-08 15:00:00,Demand,63282,28.6,OTH,Other,53
2026-06-08 15:00:00,Demand,63282,28.6,SUN,Solar,15671
2026-06-08 15:00:00,Demand,63282,28.6,WAT,Hydro,0
2026-06-08 15:00:00,Demand,63282,28.6,WND,Wind,20593
2026-06-08 15:00:00,Day-ahead demand forecast,60294,28.6,BAT,Battery storage,-4084
2026-06-08 15:00:00,Day-ahead demand forecast,60294,28.6,COL,Coal,7734
2026-06-08 15:00:00,Day-ahead demand forecast,60294,28.6,NG,Natural Gas,18209
2026-06-08 15:00:00,Day-ahead demand forecast,60294,28.6,NUC,Nuclear,5015
2026-06-08 15:00:00,Day-ahead demand forecast,60294,28.6,OTH,Other,53
2026-06-08 15:00:00,Day-ahead demand forecast,60294,28.6,SUN,Solar,15671
2026-06-08 15:00:00,Day-ahead demand forecast,60294,28.6,WAT,Hydro,0
2026-06-08 15:00:00,Day-ahead demand forecast,60294,28.6,WND,Wind,20593
2026-06-08 15:00:00,Net generation,63191,28.6,BAT,Battery storage,-4084
2026-06-08 15:00:00,Net generation,63191,28.6,COL,Coal,7734
2026-06-08 15:00:00,Net generation,63191,28.6,NG,Natural Gas,18209
2026-06-08 15:00:00,Net generation,63191,28.6,NUC,Nuclear,5015
2026-06-08 15:00:00,Net generation,63191,28.6,OTH,Other,53
2026-06-08 15:00:00,Net generation,63191,28.6,SUN,Solar,15671
2026-06-08 15:00:00,Net generation,63191,28.6,WAT,Hydro,0
2026-06-08 15:00:00,Net generation,63191,28.6,WND,Wind,20593
2026-06-08 15:00:00,Total interchange,-91,28.6,BAT,Battery storage,-4084
2026-06-08 15:00:00,Total interchange,-91,28.6,COL,Coal,7734
2026-06-08 15:00:00,Total interchange,-91,28.6,NG,Natural Gas,18209
2026-06-08 15:00:00,Total interchange,-91,28.6,NUC,Nuclear,5015
2026-06-08 15:00:00,Total interchange,-91,28.6,OTH,Other,53
2026-06-08 15:00:00,Total interchange,-91,28.6,SUN,Solar,15671
2026-06-08 15:00:00,Total interchange,-91,28.6,WAT,Hydro,0
2026-06-08 15:00:00,Total interchange,-91,28.6,WND,Wind,20593
2026-06-08 14:00:00,Demand,60731,26.4,BAT,Battery storage,-1501
2026-06-08 14:00:00,Demand,60731,26.4,COL,Coal,6725
2026-06-08 14:00:00,Demand,60731,26.4,NG,Natural Gas,18341
2026-06-08 14:00:00,Demand,60731,26.4,NUC,Nuclear,5014
2026-06-08 14:00:00,Demand,60731,26.4,OTH,Other,53
2026-06-08 14:00:00,Demand,60731,26.4,SUN,Solar,11523
2026-06-08 14:00:00,Demand,60731,26.4,WAT,Hydro,0
2026-06-08 14:00:00,Demand,60731,26.4,WND,Wind,20356
2026-06-08 14:00:00,Day-ahead demand forecast,57805,26.4,BAT,Battery storage,-1501
2026-06-08 14:00:00,Day-ahead demand forecast,57805,26.4,COL,Coal,6725
2026-06-08 14:00:00,Day-ahead demand forecast,57805,26.4,NG,Natural Gas,18341
2026-06-08 14:00:00,Day-ahead demand forecast,57805,26.4,NUC,Nuclear,5014
2026-06-08 14:00:00,Day-ahead demand forecast,57805,26.4,OTH,Other,53
2026-06-08 14:00:00,Day-ahead demand forecast,57805,26.4,SUN,Solar,11523
2026-06-08 14:00:00,Day-ahead demand forecast,57805,26.4,WAT,Hydro,0
2026-06-08 14:00:00,Day-ahead demand forecast,57805,26.4,WND,Wind,20356
2026-06-08 14:00:00,Net generation,60511,26.4,BAT,Battery storage,-1501
2026-06-08 14:00:00,Net generation,60511,26.4,COL,Coal,6725
2026-06-08 14:00:00,Net generation,60511,26.4,NG,Natural Gas,18341
2026-06-08 14:00:00,Net generation,60511,26.4,NUC,Nuclear,5014
2026-06-08 14:00:00,Net generation,60511,26.4,OTH,Other,53
2026-06-08 14:00:00,Net generation,60511,26.4,SUN,Solar,11523
2026-06-08 14:00:00,Net generation,60511,26.4,WAT,Hydro,0
2026-06-08 14:00:00,Net generation,60511,26.4,WND,Wind,20356
2026-06-08 14:00:00,Total interchange,-220,26.4,BAT,Battery storage,-1501
2026-06-08 14:00:00,Total interchange,-220,26.4,COL,Coal,6725
2026-06-08 14:00:00,Total interchange,-220,26.4,NG,Natural Gas,18341
2026-06-08 14:00:00,Total interchange,-220,26.4,NUC,Nuclear,5014
2026-06-08 14:00:00,Total interchange,-220,26.4,OTH,Other,53
2026-06-08 14:00:00,Total interchange,-220,26.4,SUN,Solar,11523
2026-06-08 14:00:00,Total interchange,-220,26.4,WAT,Hydro,0
2026-06-08 14:00:00,Total interchange,-220,26.4,WND,Wind,20356
2026-06-08 13:00:00,Demand,58711,25.0,BAT,Battery storage,-1
2026-06-08 13:00:00,Demand,58711,25.0,COL,Coal,6669
2026-06-08 13:00:00,Demand,58711,25.0,NG,Natural Gas,20326
2026-06-08 13:00:00,Demand,58711,25.0,NUC,Nuclear,5013
2026-06-08 13:00:00,Demand,58711,25.0,OTH,Other,50
2026-06-08 13:00:00,Demand,58711,25.0,SUN,Solar,4300
2026-06-08 13:00:00,Demand,58711,25.0,WAT,Hydro,0
2026-06-08 13:00:00,Demand,58711,25.0,WND,Wind,22135
2026-06-08 13:00:00,Day-ahead demand forecast,56110,25.0,BAT,Battery storage,-1
2026-06-08 13:00:00,Day-ahead demand forecast,56110,25.0,COL,Coal,6669
2026-06-08 13:00:00,Day-ahead demand forecast,56110,25.0,NG,Natural Gas,20326
2026-06-08 13:00:00,Day-ahead demand forecast,56110,25.0,NUC,Nuclear,5013
2026-06-08 13:00:00,Day-ahead demand forecast,56110,25.0,OTH,Other,50
2026-06-08 13:00:00,Day-ahead demand forecast,56110,25.0,SUN,Solar,4300
2026-06-08 13:00:00,Day-ahead demand forecast,56110,25.0,WAT,Hydro,0
2026-06-08 13:00:00,Day-ahead demand forecast,56110,25.0,WND,Wind,22135
2026-06-08 13:00:00,Net generation,58491,25.0,BAT,Battery storage,-1
2026-06-08 13:00:00,Net generation,58491,25.0,COL,Coal,6669
2026-06-08 13:00:00,Net generation,58491,25.0,NG,Natural Gas,20326
2026-06-08 13:00:00,Net generation,58491,25.0,NUC,Nuclear,5013
2026-06-08 13:00:00,Net generation,58491,25.0,OTH,Other,50
2026-06-08 13:00:00,Net generation,58491,25.0,SUN,Solar,4300
2026-06-08 13:00:00,Net generation,58491,25.0,WAT,Hydro,0
2026-06-08 13:00:00,Net generation,58491,25.0,WND,Wind,22135
2026-06-08 13:00:00,Total interchange,-220,25.0,BAT,Battery storage,-1
2026-06-08 13:00:00,Total interchange,-220,25.0,COL,Coal,6669
2026-06-08 13:00:00,Total interchange,-220,25.0,NG,Natural Gas,20326
2026-06-08 13:00:00,Total interchange,-220,25.0,NUC,Nuclear,5013
2026-06-08 13:00:00,Total interchange,-220,25.0,OTH,Other,50
2026-06-08 13:00:00,Total interchange,-220,25.0,SUN,Solar,4300
2026-06-08 13:00:00,Total interchange,-220,25.0,WAT,Hydro,0
2026-06-08 13:00:00,Total interchange,-220,25.0,WND,Wind,22135
2026-06-08 12:00:00,Demand,57574,24.7,BAT,Battery storage,1612
2026-06-08 12:00:00,Demand,57574,24.7,COL,Coal,6859
2026-06-08 12:00:00,Demand,57574,24.7,NG,Natural Gas,20654
2026-06-08 12:00:00,Demand,57574,24.7,NUC,Nuclear,5012
2026-06-08 12:00:00,Demand,57574,24.7,OTH,Other,50
2026-06-08 12:00:00,Demand,57574,24.7,SUN,Solar,140
2026-06-08 12:00:00,Demand,57574,24.7,WAT,Hydro,0
2026-06-08 12:00:00,Demand,57574,24.7,WND,Wind,23028
2026-06-08 12:00:00,Day-ahead demand forecast,55267,24.7,BAT,Battery storage,1612
2026-06-08 12:00:00,Day-ahead demand forecast,55267,24.7,COL,Coal,6859
2026-06-08 12:00:00,Day-ahead demand forecast,55267,24.7,NG,Natural Gas,20654
2026-06-08 12:00:00,Day-ahead demand forecast,55267,24.7,NUC,Nuclear,5012
2026-06-08 12:00:00,Day-ahead demand forecast,55267,24.7,OTH,Other,50
2026-06-08 12:00:00,Day-ahead demand forecast,55267,24.7,SUN,Solar,140
2026-06-08 12:00:00,Day-ahead demand forecast,55267,24.7,WAT,Hydro,0
